Ano,CÃ³digo SH6,Valor US$ FOB Anual
2013,854390,1595
2013,854520,89
2013,860900,20245
2013,870829,1
2013,871680,936
2013,880529,3000
2013,901580,6720
2013,901590,65552
2013,901730,613
2013,901780,304228
2013,901890,139
2013,902519,269
2013,902730,9681
2013,902750,2640
2013,902780,2200
2013,902790,31664
2013,903180,1100
2013,940310,4154
2013,940600,148967
2013,960621,5060
2013,960622,993
2013,960720,2244
2013,999801,1434008
2013,999802,566422
2014,30232,713277
2014,30234,2037466
2014,30239,1833804
2014,30244,2363
2014,30247,918409
2014,30259,38733
2014,30289,1295878
2014,30341,5566
2014,30342,56476
2014,30344,178943
2014,30357,1016931
2014,30389,281140
2014,30390,2425493
2014,30445,12786
2014,30454,1047
2014,30484,390146
2014,30571,195920
2014,30572,88404
2014,30611,4228912
2014,30617,1968549
2014,40900,77520
2014,50790,670010
2014,51199,8036703
2014,60319,82287
2014,70993,122140
2014,80119,196
2014,80132,20092203
2014,80390,6299030
2014,80430,2666
2014,80450,6534566
2014,80711,9015739
2014,80719,60054362
2014,80720,8141362
2014,81190,433704
2014,110630,3275
2014,130219,554544
2014,151590,45626
2014,152110,530416
2014,170114,1126940
2014,170199,336555
2014,170410,1031840
2014,170490,10126428
2014,180690,1103
2014,200819,3176121
2014,250100,19033349
2014,250620,453560
2014,250700,66553
2014,251511,64651
2014,251512,1132077
2014,251611,13769
2014,251612,5757855
2014,252010,26
2014,252510,186380
2014,260112,1755831
2014,260300,150900
2014,261100,10626666
2014,261790,15960
2014,271019,23734
2014,284440,400
2014,330590,1303
2014,340212,129637
2014,370390,315
2014,390530,12052
2014,391590,103085
2014,391729,3784
2014,391810,1374
2014,392190,13400904
2014,392330,252710
2014,392390,154719
2014,392520,6604
2014,392690,416
2014,400922,1500
2014,401039,105
2014,401693,659
2014,401699,1084
2014,420229,34
2014,420292,2483
2014,441011,3161
2014,441114,27173
2014,441820,1421
2014,481141,5
2014,482020,28
2014,482370,14538
2014,520419,26981
2014,520420,116004
2014,520822,7088
2014,520823,3919
2014,520832,608856
2014,520833,25300
2014,520849,2543
2014,520852,851390
2014,520859,30198
2014,520912,178158
2014,520922,11786055
2014,520929,2195020
2014,520932,3334242
2014,520939,2961331
2014,520942,3437628
2014,520952,919591
2014,520959,43631
2014,521120,489833
2014,521132,7463
2014,521139,336184
2014,521142,26535
2014,521143,968
2014,521152,32418
2014,521159,59445
2014,521214,6476
2014,521224,15228
2014,540110,659
2014,540233,31061
2014,550810,8486
2014,551321,103985
2014,551341,572042
2014,560750,20
2014,590900,10437
2014,610449,78768
2014,610463,1657
2014,610469,66930
2014,610620,208
2014,610690,17528
2014,611212,417
2014,611249,114174
2014,611430,1227
2014,620520,27
2014,621111,275
2014,621112,61097
2014,621210,4853
2014,630231,123938
2014,630419,3245
2014,630590,15200
2014,630690,68600
2014,640220,1458
2014,640411,2785
2014,650610,97
2014,680100,7922
2014,680223,50964
2014,680293,1350728
2014,680919,1572
2014,690890,99579
2014,702000,84
2014,710310,466563
2014,710813,1202941
2014,711790,3170
2014,720410,70676
2014,720421,61736
2014,721661,229
2014,721699,2759
2014,730799,3994
2014,730890,1878
2014,730900,749
2014,731589,3714
2014,731590,118
2014,731812,952
2014,731815,3817
2014,731816,155
2014,731822,1003
2014,731829,200
2014,731940,178
2014,732690,205347
2014,740400,585835
2014,741533,40
2014,760200,595786
2014,820310,16
2014,820320,286
2014,820412,49
2014,820520,548
2014,820530,125
2014,820559,173
2014,820590,10
2014,820719,26
2014,830140,107
2014,840420,1380
2014,841350,1249
2014,841391,2861
2014,842121,35
2014,842123,150
2014,842131,398
2014,842199,34
2014,842490,3
2014,842911,915
2014,844540,44980
2014,844590,20878
2014,846291,1540
2014,846591,771
2014,847141,1304
2014,847160,46
2014,847990,761
2014,848180,11015
2014,848210,289
2014,848250,305
2014,848330,227
2014,848350,30
2014,848360,50
2014,850131,40
2014,850152,586
2014,850440,540
2014,850780,2872
2014,851590,150
2014,851770,1436
2014,852580,1127
2014,852851,815
2014,853180,717
2014,853400,1585
2014,853610,2204
2014,853620,39
2014,853649,265
2014,853650,748
2014,853690,2155
2014,853890,221
2014,854110,70
2014,854140,303
2014,854420,374
2014,854442,558
2014,854449,892
2014,880529,1327
2014,901320,40537
2014,902000,500
2014,902519,27
2014,902620,9
2014,902990,95
2014,903032,176
2014,903033,350
2014,903180,2192
2014,903289,445
2014,940159,408
2014,940320,614
2014,940330,530
2014,940350,171
2014,940360,2267
2014,940381,72
2014,950629,28328
2014,960350,472
2014,960621,15649
2014,960622,30597
2014,960711,1873
2014,960720,1929
2014,960820,8
2014,999802,559980
2015,30232,1694812
2015,30234,4346184
2015,30239,4655147
2015,30244,6703
2015,30247,2118447
2015,30289,1614814
2015,30290,300
2015,30332,4260
2015,30341,1965
2015,30342,9181
2015,30344,56656
2015,30357,665672
2015,30389,382200
2015,30390,2476085
2015,30484,860648
2015,30571,148248
2015,30572,77980
2015,30611,6841291
2015,30617,114152
2015,50790,718479
2015,51199,4408953
2015,60319,62803
2015,70960,14291
2015,70999,182626
2015,80119,1950
2015,80132,17323001
2015,80390,2452903
2015,80450,7011338
2015,80711,12438159
2015,80719,63204786
2015,80720,10649478
2015,81190,732846
2015,110630,77574
2015,110812,1036
2015,130219,101622
2015,151590,96706
2015,170199,1855829
2015,170410,343662
2015,170490,8464166
2015,180690,6148
2015,190110,49520
2015,190410,1705
2015,200819,3054046
2015,200989,3190
2015,230910,1265984
2015,250100,25070327
2015,250620,35361
2015,251511,26992
2015,251611,16806
2015,251612,4458353
2015,252510,406950
2015,252910,1836
2015,261100,3383443
2015,271019,65989251
2015,284440,400
2015,391590,97017
2015,392119,1936
2015,392190,9544675
2015,392321,2861
2015,392330,166911
2015,392390,307912
2015,400921,9
2015,410411,322493
2015,520419,920
2015,520420,106492
2015,520822,8704
2015,520832,306197
2015,520843,189
2015,520849,48990
2015,520852,414930
2015,520859,168775
2015,520912,337680
2015,520922,12638336
2015,520929,1733803
2015,520932,4219100
2015,520939,1352164
2015,520942,7327141
2015,520949,103811
2015,520952,362062
2015,520959,14006
2015,521120,774168
2015,521132,1168
2015,521139,261300
2015,521142,307374
2015,521149,562718
2015,521152,11892
2015,521159,36461
2015,521224,3012
2015,540233,49573
2015,550810,9943
2015,551341,154224
2015,580710,4510
2015,600622,110581
2015,600632,154309
2015,600642,64217
2015,610290,569
2015,610463,24076
2015,610610,90
2015,610910,115
2015,610990,238
2015,611211,33
2015,611231,563
2015,611241,32521
2015,621210,23169
2015,621290,535
2015,630231,6045
2015,630419,2515
2015,630690,46308
2015,650500,1220
2015,680223,18407
2015,680293,1823993
2015,691090,880
2015,701090,1361
2015,701810,60
2015,710310,2127
2015,710399,101023
2015,710813,1381083
2015,711790,4808
2015,720421,53469
2015,720449,10771
2015,720690,107179
2015,731815,11
2015,732393,19228
2015,732690,3588
2015,740400,3790309
2015,760200,1005519
2015,841191,12885
2015,841290,358
2015,841919,5711
2015,842832,22553
2015,842839,78657
2015,843710,86118
2015,844630,974520
2015,845129,52000
2015,847330,7146
2015,848220,111
2015,848330,292
2015,851762,5285
2015,852550,1338
2015,870333,108908
2015,880529,976
2015,901580,3485
2015,940169,17204
2015,940171,3308
2015,940330,364
2015,960621,7290
2015,960622,3033
2015,960720,5502
2015,999802,362196
2016,30229,4155
2016,30232,2277244
2016,30234,4882709
2016,30239,2663711
2016,30244,2790
2016,30247,3232789
2016,30289,1596450
2016,30342,6619
2016,30344,46008
2016,30357,906467
2016,30381,12411
2016,30389,379043
2016,30390,1618640
2016,30484,834061
2016,30571,107146
2016,30611,3728243
2016,30617,2541799
2016,40610,13073
2016,50790,1037365
2016,51199,2076686
2016,60319,53562
2016,70993,13551
2016,70999,567892
2016,71420,13350
2016,80111,28
2016,80119,18285
2016,80132,25183475
2016,80251,18
2016,80310,10
2016,80390,2498268
2016,80420,34691
2016,80430,3570
2016,80440,5891
2016,80450,6690324
2016,80550,32260
2016,80711,16132794
2016,80719,75287718
2016,80720,11885579
2016,81190,190092
2016,110630,209955
2016,130219,773623
2016,151590,163955
2016,170114,2247258
2016,170199,643503
2016,170410,55214
2016,170490,9644337
2016,180690,692
2016,200811,253
2016,200819,4096890
2016,200820,6471
2016,200899,494429
2016,200939,15194
2016,200989,48047
2016,210690,39015
2016,220210,17
2016,220840,2075
2016,230910,7013746
2016,250100,25800320
2016,250620,28774
2016,251612,5188261
2016,252510,997749
2016,252910,50
2016,261100,2040665
2016,261590,1139782
2016,310100,259502
2016,330129,183298
2016,330510,15213
2016,330590,24874
2016,340111,8515
2016,340119,85
2016,340211,23
2016,340290,135
2016,340590,361
2016,391590,191739
2016,392190,9169200
2016,392330,139697
2016,392390,122041
2016,401699,109
2016,410120,9863
2016,420222,2364
2016,490110,2717
2016,490290,27
2016,490900,51
2016,520419,1827
2016,520420,73863
2016,520822,38607
2016,520823,198
2016,520832,345285
2016,520843,23618
2016,520849,197123
2016,520852,435951
2016,520859,381004
2016,520912,249722
2016,520922,11194576
2016,520929,3056455
2016,520932,4026990
2016,520939,1183001
2016,520942,3847728
2016,520949,291694
2016,520952,413589
2016,520959,17228
2016,521120,164227
2016,521132,698
2016,521139,194229
2016,521142,54836
2016,521143,96
2016,521149,1628466
2016,521152,31642
2016,521159,21623
2016,540110,117330
2016,540233,309929
2016,540262,161047
2016,540600,100
2016,550810,9263
2016,551341,357799
2016,551611,19979
2016,551614,871
2016,551621,13979
2016,551622,4363
2016,551641,7078
2016,551691,1370
2016,610342,1451
2016,610443,1322
2016,610453,31
2016,610462,17
2016,610463,3116
2016,610469,2013
2016,610510,1321
2016,610520,546
2016,610620,2718
2016,610829,132
2016,610910,1942
2016,611020,108
2016,611219,907
2016,611231,533
2016,611241,602
2016,611249,310
2016,620449,11827
2016,620469,9422
2016,620630,5973
2016,620690,17603
2016,621112,3907
2016,621210,280
2016,630221,72283
2016,630231,1403
2016,630251,472
2016,630419,4125
2016,630510,2000
2016,630690,13002
2016,640399,4667
2016,640420,928
2016,650500,681
2016,680293,5474343
2016,680299,395641
2016,710310,492905
2016,710391,11771
2016,710399,175851
2016,711790,2749
2016,720410,112344
2016,720421,77032
2016,732690,7945
2016,740400,2672076
2016,760200,2320532
2016,760429,30
2016,821420,16
2016,840999,15620
2016,841582,91
2016,841869,55
2016,841989,46
2016,843359,45668
2016,844590,53283
2016,844839,4230
2016,845150,40000
2016,846693,3372
2016,846694,128
2016,847989,10161
2016,850440,285029
2016,853650,1249
2016,853690,2044
2016,870290,68000
2016,870322,12894
2016,870333,147912
2016,870790,309
2016,870829,340
2016,870840,155
2016,870899,62
2016,901780,5
2016,902110,1442
2016,903290,408
2016,940171,243
2016,940330,61
2016,940540,61
2016,950450,209
2016,960621,12224
2016,970300,309
2016,999802,286558
2017,20690,2439
2017,30232,2788466
2017,30234,4877870
2017,30239,546932
2017,30244,6810
2017,30247,1480416
2017,30289,1422228
2017,30332,2961
2017,30342,13011
2017,30344,22021
2017,30357,755085
2017,30381,3626
2017,30389,149489
2017,30391,1801966
2017,30392,34911
2017,30484,757388
2017,30499,33737
2017,30571,154304
2017,30572,16162
2017,30611,2588751
2017,40610,1002
2017,50790,152065
2017,51199,8154983
2017,60319,68915
2017,70993,512790
2017,71010,10310
2017,80119,150583
2017,80132,21852025
2017,80390,519445
2017,80420,1252
2017,80450,8625392
2017,80711,23089828
2017,80719,108147751
2017,80720,10711076
2017,90121,9120
2017,90411,177800
2017,90620,2403
2017,110630,43099
2017,130219,765197
2017,151519,18125
2017,151590,202836
2017,170114,3067458
2017,170410,67353
2017,170490,6183791
2017,180610,10698
2017,200811,24
2017,200819,5439324
2017,200820,40381
2017,200899,858634
2017,200939,37422
2017,200989,140
2017,210111,4597
2017,210690,15000
2017,220840,7800
2017,230910,1033590
2017,250100,20802044
2017,250610,5399
2017,250700,9531
2017,251611,35023
2017,251612,3546056
2017,252510,1149374
2017,252910,15116
2017,260300,104303
2017,261100,3973804
2017,261590,881930
2017,284440,300
2017,310100,867403
2017,330129,188756
2017,391590,17783
2017,392020,631
2017,392190,8606432
2017,392321,0
2017,392330,271
2017,392390,56795
2017,392590,126
2017,392690,525
2017,401140,287
2017,420222,268
2017,481910,12631
2017,490290,29
2017,491110,0
2017,520420,45133
2017,520512,1208294
2017,520822,243075
2017,520831,16100
2017,520832,104061
2017,520839,51480
2017,520843,56029
2017,520849,57940
2017,520851,19320
2017,520852,194544
2017,520859,239614
2017,520912,605101
2017,520922,8699837
2017,520929,1558146
2017,520932,5708727
2017,520939,1273613
2017,520942,2526023
2017,520949,83773
2017,520952,397936
2017,520959,255753
2017,521011,3152
2017,521120,205614
2017,521132,5846
2017,521139,324294
2017,521142,1161
2017,521149,611718
2017,521152,18759
2017,521159,36698
2017,540110,459002
2017,540233,24991
2017,540262,121989
2017,540600,151
2017,550810,29976
2017,551341,229670
2017,551519,659
2017,551611,26437
2017,551614,54644
2017,551622,4645
2017,551692,1096
2017,560721,199210
2017,610342,3002
2017,610462,280
2017,610463,1606
2017,610520,716
2017,610620,1110
2017,610712,1097
2017,610990,36
2017,611231,1017
2017,620892,92
2017,621112,1680
2017,621210,368
2017,621290,194
2017,630130,30444
2017,630221,832220
2017,630419,20739
2017,630690,885
2017,630900,1102
2017,650500,2099
2017,680229,16368
2017,680293,6042440
2017,680299,818519
2017,710310,190091
2017,710399,1048554
2017,710813,1638303
2017,711790,2138
2017,720410,805386
2017,720421,86878
2017,720449,55115
2017,731829,530
2017,732690,58021
2017,740321,29510
2017,740400,1761851
2017,760200,1571353
2017,820559,4490
2017,821420,496
2017,842420,2282
2017,842490,2227
2017,843860,68925
2017,847910,14706
2017,847990,6185
2017,848071,5000
2017,850490,6763
2017,851762,3299
2017,853650,1711
2017,853690,13252
2017,854231,136
2017,854420,380
2017,870322,5178
2017,940360,1267
2017,960621,8763
2017,999802,471490
2018,30219,26723
2018,30232,3066356
2018,30234,6834507
2018,30239,75992
2018,30244,3265
2018,30247,2152523
2018,30289,2049042
2018,30342,57437
2018,30344,5063
2018,30357,733429
2018,30389,180149
2018,30391,4482438
2018,30489,36
2018,30571,160454
2018,30611,2598071
2018,40221,36
2018,40610,1321
2018,40690,1295
2018,50790,303132
2018,51199,15629146
2018,60319,103308
2018,70993,840689
2018,71220,5376
2018,80132,20902877
2018,80390,1268241
2018,80450,6954982
2018,80550,32769
2018,80711,15077024
2018,80719,70794758
2018,80720,12811277
2018,81090,383
2018,81110,2
2018,81190,11
2018,81340,2032157
2018,110630,533
2018,120400,5500
2018,121190,42069
2018,130190,4146
2018,130219,164342
2018,151590,339961
2018,152190,1000
2018,170114,1106759
2018,170410,67120
2018,170490,6205026
2018,200819,5038405
2018,200820,22439
2018,200899,707080
2018,200939,21849
2018,210111,713
2018,210690,57174
2018,220190,198
2018,220300,338
2018,220840,42895
2018,220860,85
2018,230400,599999
2018,250100,16871046
2018,250610,7112
2018,250700,117940
2018,251611,201972
2018,251612,3075988
2018,252510,929714
2018,260900,156000
2018,261100,3774848
2018,261590,1660355
2018,271019,10082639
2018,284440,900
2018,310100,526211
2018,330119,2000
2018,330129,97686
2018,340220,20716
2018,340290,102932
2018,392190,6131211
2018,392350,548
2018,392390,7132
2018,392690,1385
2018,420222,1074
2018,420292,232
2018,420330,116
2018,441510,570
2018,441520,5
2018,481910,761
2018,481920,8910
2018,520420,12894
2018,520512,504038
2018,520822,247061
2018,520823,37017
2018,520831,9332
2018,520832,45307
2018,520839,215683
2018,520843,26575
2018,520849,50031
2018,520851,16704
2018,520852,66868
2018,520859,346392
2018,520912,426220
2018,520922,12942080
2018,520929,4447729
2018,520932,6468758
2018,520939,1184832
2018,520942,1747522
2018,520949,98987
2018,520952,170667
2018,520959,464
2018,521011,9242
2018,521059,1465
2018,521120,498907
2018,521132,120271
2018,521139,457781
2018,521142,4153
2018,521149,708374
2018,521152,1752
2018,521159,91655
2018,540110,325057
2018,540233,7368
2018,540600,21
2018,550810,8830
2018,551341,153510
2018,551611,26869
2018,551614,41108
2018,551622,1674
2018,560721,167207
2018,610343,538
2018,610443,195
2018,610449,4341
2018,610463,1824
2018,610469,5542
2018,610510,118
2018,610620,5562
2018,610690,1079
2018,610910,211
2018,620690,19373
2018,630221,699768
2018,630419,3025
2018,630532,24
2018,630629,8675
2018,650500,1599
2018,680293,5301055
2018,680299,1188650
2018,690722,6440
2018,701337,438
2018,710310,810610
2018,710399,28983
2018,710812,262705
2018,720410,1705109
2018,720421,84424
2018,732690,86572
2018,740400,359562
2018,740939,732
2018,760200,669339
2018,760720,9636
2018,820559,130
2018,830210,9391
2018,842720,14500
2018,843710,10080
2018,843860,34466
2018,846693,7263
2018,848060,2934
2018,850300,20141
2018,851521,8564
2018,853521,521
2018,960621,2786
2018,999802,339353
2019,30232,3566885
2019,30234,6751648
2019,30239,5465
2019,30244,9413
2019,30247,1419636
2019,30289,1949206
2019,30342,138669
2019,30344,122944
2019,30357,606170
2019,30389,646185
2019,30391,2425491
2019,30571,71362
2019,30611,4208077
2019,30631,139306
2019,40221,377
2019,40610,178
2019,40690,136
2019,50790,0
2019,51191,320
2019,51199,13440137
2019,60319,90875
2019,70993,707237
2019,80132,20560391
2019,80390,1198564
2019,80450,7401152
2019,80711,33495410
2019,80719,116906170
2019,80720,12674097
2019,81090,12719
2019,81190,30502
2019,81340,207778
2019,110630,16648
2019,121190,10183
2019,130219,909353
2019,151590,459179
2019,152190,0
2019,170410,26140
2019,170490,7497579
2019,180690,6850
2019,190520,6500
2019,200819,4724857
2019,200820,20741
2019,200899,686592
2019,200919,6
2019,200939,22709
2019,200989,21273
2019,210690,322164
2019,220110,264
2019,220190,1727
2019,220210,179
2019,220429,717
2019,220840,1114
2019,220860,189
2019,250100,17999766
2019,250610,38213
2019,250620,42900
2019,251511,32990
2019,251612,2277154
2019,252510,1603102
2019,260200,149219
2019,261100,2891774
2019,271019,28345973
2019,284440,600
2019,310100,630070
2019,330129,104427
2019,330190,2370
2019,340290,217512
2019,350610,4377
2019,391732,10
2019,391740,171
2019,392190,6238621
2019,392329,250
2019,392330,601
2019,392390,415548
2019,392410,6
2019,392640,4109
2019,392690,1684
2019,401693,8285
2019,420221,667
2019,420222,0
2019,420229,416
2019,420232,16468
2019,420239,925
2019,420330,3629
2019,420500,117
2019,441990,988
2019,442010,385
2019,442090,998
2019,460290,998
2019,481910,3372
2019,482020,2
2019,520819,968739
2019,520822,240413
2019,520823,58
2019,520831,7400
2019,520832,95480
2019,520839,57870
2019,520851,8880
2019,520852,96064
2019,520859,148021
2019,520912,662161
2019,520919,222940
2019,520922,9705742
2019,520929,3242101
2019,520932,5790942
2019,520939,1238353
2019,520942,1211983
2019,520949,151673
2019,520952,110758
2019,520959,17427
2019,521112,4777
2019,521119,9213
2019,521120,747487
2019,521132,241757
2019,521139,930577
2019,521142,22270
2019,521143,18816
2019,521149,812958
2019,521152,1794
2019,521159,81807
2019,551341,37050
2019,551611,56153
2019,551614,1298
2019,560721,450136
2019,560890,2997
2019,610443,3050
2019,610463,1465
2019,610510,900
2019,610620,11717
2019,610910,1830
2019,611220,394
2019,611241,1070
2019,620690,5040
2019,630221,380472
2019,630222,262312
2019,640320,133
2019,650500,3630
2019,680210,100
2019,680221,5672
2019,680293,5717529
2019,680299,831400
2019,691200,438
2019,710310,2457057
2019,710399,964718
2019,710700,893
2019,711299,117283
2019,711620,8989
2019,711790,9045
2019,720410,3014896
2019,720421,134172
2019,730890,10227
2019,732690,158778
2019,740400,379570
2019,760720,1139
2019,820420,20
2019,821110,2023
2019,840820,9500
2019,840890,1663
2019,840991,386
2019,840999,5292
2019,841112,21726000
2019,841221,6349
2019,841229,8653
2019,841239,1313
2019,841320,346
2019,841330,8080
2019,841381,150
2019,841459,1819
2019,841480,400
2019,842121,4553
2019,842129,561
2019,842199,880
2019,842612,593631
2019,842920,50000
2019,842952,49562
2019,843143,1344
2019,846693,2760
2019,846729,16676
2019,846789,21234
2019,846799,13524
2019,847330,282
2019,847989,2224
2019,847990,3335
2019,848110,54
2019,848130,20
2019,848140,37
2019,848180,58573
2019,848190,1457
2019,848210,16
2019,848220,120
2019,848240,30
2019,848250,50
2019,848280,135
2019,848310,69943
2019,848330,700
2019,848340,1664
2019,848420,6819
2019,848490,3833
2019,850110,23149
2019,850131,73
2019,850132,9082
2019,850152,4346
2019,850300,3761
2019,850431,1215
2019,850440,13559
2019,850519,3
2019,851140,398
2019,851150,480
2019,851180,1170
2019,851220,245
2019,851680,188
2019,853110,72
2019,853180,3215
2019,853331,1645
2019,853521,1446
2019,853610,17
2019,853620,462
2019,853630,184
2019,853641,15
2019,853649,660
2019,853650,1188
2019,853669,9395
2019,853690,17750
2019,853810,3117
2019,853890,176
2019,853921,30
2019,853939,24
2019,854130,5791
2019,854140,382
2019,854370,375
2019,854449,8322
2019,870830,605
2019,870850,198
2019,870891,1100
2019,870894,256
2019,870895,85
2019,880240,25582822
2019,901590,2514
2019,901730,9
2019,901780,301
2019,902580,78
2019,902610,73
2019,902620,5172
2019,902680,38
2019,902790,5490
2019,902830,3141
2019,902920,158
2019,903010,5150
2019,903033,140
2019,903180,4074
2019,903210,58
2019,903220,104
2019,903289,1175
2019,960621,7622
2019,961590,1109
2019,999802,4225
2020,30232,1546616
2020,30234,4377712
2020,30244,9325
2020,30246,232
2020,30247,559917
2020,30289,1589668
2020,30342,161612
2020,30344,102222
2020,30353,60440
2020,30389,1035771
2020,30391,2970627
2020,30449,577
2020,30487,9680
2020,30571,59879
2020,30611,5253843
2020,30631,73797
2020,40221,152
2020,40610,48
2020,40690,57
2020,50710,617663
2020,51199,14485155
2020,60319,68900
2020,70993,1819635
2020,80112,8
2020,80119,22690
2020,80132,6101023
2020,80390,1536128
2020,80430,5787
2020,80440,12643
2020,80450,7487265
2020,80510,11811
2020,80711,32577048
2020,80719,95298176
2020,80720,8955587
2020,81090,28910
2020,81190,34
2020,81340,1767481
2020,91011,9258
2020,110220,10681
2020,110630,63357
2020,110814,11
2020,121190,21400
2020,130190,800
2020,130219,612857
2020,151590,495819
